,Experiment Name,Feature_List,Model,Epochs,Hyperparameters,Training Accuracy,Testing Accuracy,Training PR-AUC,Testing PR-AUC,Training Precision,Testing Precision,Training Recall,Testing Recall
81,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[13],solver=newton-cg max_iter=600,0.8664850136239782,0.8804347826086957,0.9094164784938943,0.928914881677986,[0.54632153 0.86861314 1.        ],[0.58152174 0.9047619  1.        ],[1.         0.89027431 0.        ],[1.         0.88785047 0.        ]
82,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[5],solver=liblinear max_iter=600,0.8651226158038147,0.875,0.9074289703690137,0.9265015003281968,[0.54632153 0.86124402 1.        ],[0.58152174 0.90384615 1.        ],[1.         0.89775561 0.        ],[1.         0.87850467 0.        ]
83,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[104],solver=sag max_iter=600,0.8664850136239782,0.8804347826086957,0.9094164784938943,0.928914881677986,[0.54632153 0.86861314 1.        ],[0.58152174 0.9047619  1.        ],[1.         0.89027431 0.        ],[1.         0.88785047 0.        ]
84,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[197],solver=sag max_iter=600,0.8664850136239782,0.8804347826086957,0.9094164784938943,0.928914881677986,[0.54632153 0.86861314 1.        ],[0.58152174 0.9047619  1.        ],[1.         0.89027431 0.        ],[1.         0.88785047 0.        ]
85,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[13],"solver=newton-cg, penalty=l2 max_iter=600",0.8664850136239782,0.8804347826086957,0.9094164784938943,0.928914881677986,[0.54632153 0.86861314 1.        ],[0.58152174 0.9047619  1.        ],[1.         0.89027431 0.        ],[1.         0.88785047 0.        ]
86,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[12],"solver=newton-cg, penalty=none max_iter=600",0.8678474114441417,0.8804347826086957,0.9104757628093652,0.9270875660300691,[0.54632153 0.87073171 1.        ],[0.58152174 0.89719626 1.        ],[1.         0.89027431 0.        ],[1.         0.89719626 0.        ]
87,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[39],"solver=lbfgs, penalty=l2, max_iter=600",0.8664850136239782,0.8804347826086957,0.9094164784938943,0.928914881677986,[0.54632153 0.86861314 1.        ],[0.58152174 0.9047619  1.        ],[1.         0.89027431 0.        ],[1.         0.88785047 0.        ]
88,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[45],"solver=lbfgs, penalty=none, max_iter=600",0.8678474114441417,0.8804347826086957,0.9104757628093652,0.9270875660300691,[0.54632153 0.87073171 1.        ],[0.58152174 0.89719626 1.        ],[1.         0.89027431 0.        ],[1.         0.89719626 0.        ]
89,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,LogisticRegression,[39],"solver=lbfgs, penalty=l2, tol=1e-10, max_iter=600",0.8664850136239782,0.8804347826086957,0.9094164784938943,0.928914881677986,[0.54632153 0.86861314 1.        ],[0.58152174 0.9047619  1.        ],[1.         0.89027431 0.        ],[1.         0.88785047 0.        ]
90,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,criterion=gini,1.0,0.7989130434782609,1.0,0.8835947930574098,[1. 1.],[0.58152174 0.85714286 1.        ],[1. 0.],[1.         0.78504673 0.        ]
91,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,criterion=entropy,1.0,0.7989130434782609,1.0,0.8872825654681111,[1. 1.],[0.58152174 0.87234043 1.        ],[1. 0.],[1.         0.76635514 0.        ]
92,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=best",1.0,0.8152173913043478,1.0,0.8900298540730542,[1. 1.],[0.58152174 0.85436893 1.        ],[1. 0.],[1.         0.82242991 0.        ]
93,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random",1.0,0.8152173913043478,1.0,0.8932778106132434,[1. 1.],[0.58152174 0.86868687 1.        ],[1. 0.],[1.         0.80373832 0.        ]
94,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random, max_features=auto",1.0,0.8097826086956522,1.0,0.8834230665041312,[1. 1.],[0.58152174 0.83333333 1.        ],[1. 0.],[1.        0.8411215 0.       ]
95,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random, max_features=sqrt",1.0,0.8641304347826086,1.0,0.9237119057293783,[1. 1.],[0.58152174 0.91       1.        ],[1. 0.],[1.         0.85046729 0.        ]
96,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random, max_features=log2",1.0,0.782608695652174,1.0,0.8708649486443971,[1. 1.],[0.58152174 0.83168317 1.        ],[1. 0.],[1.         0.78504673 0.        ]
97,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random, max_features=sqrt, max_depth=300",1.0,0.7554347826086957,1.0,0.8498434671788999,[1. 1.],[0.58152174 0.78181818 1.        ],[1. 0.],[1.         0.80373832 0.        ]
98,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random, max_features=sqrt, max_depth=300, min_samples_split=2",1.0,0.7880434782608695,1.0,0.8765372463491695,[1. 1.],[0.58152174 0.84693878 1.        ],[1. 0.],[1.         0.77570093 0.        ]
99,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,DecisionTreeClassifier,N/A,"criterion=gini, splitter=random, max_features=sqrt, max_depth=300, min_samples_split=2, min_samples_leaf=1",1.0,0.6739130434782609,1.0,0.8145996374612792,[1. 1.],[0.58152174 0.80519481 1.        ],[1. 0.],[1.         0.57943925 0.        ]
100,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, max_iter=3000",0.989100817438692,0.8369565217391305,0.9920994744057834,0.8968879115979187,[0.54632153 0.98759305 1.        ],[0.58152174 0.84070796 1.        ],[1.        0.9925187 0.       ],[1.         0.88785047 0.        ]
101,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, max_iter=3000",0.9877384196185286,0.8641304347826086,0.9921715805853215,0.9148530715525839,[0.54632153 0.99       1.        ],[0.58152174 0.87272727 1.        ],[1.         0.98753117 0.        ],[1.         0.89719626 0.        ]
102,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(3, 2), max_iter=3000",0.8664850136239782,0.8586956521739131,0.9081602341813781,0.9154800603703488,[0.54632153 0.86157518 1.        ],[0.58152174 0.88571429 1.        ],[1.         0.90024938 0.        ],[1.         0.86915888 0.        ]
103,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(4, 1), max_iter=3000",0.5463215258855586,0.5815217391304348,0.7731607629427792,0.7907608695652174,[0.54632153 1.        ],[0.58152174 1.        ],[1. 0.],[1. 0.]
104,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), max_iter=3000",1.0,0.8478260869565217,1.0,0.9057710839555786,[1. 1.],[0.58152174 0.86238532 1.        ],[1. 0.],[1.         0.87850467 0.        ]
105,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), alpha=0.001, max_iter=3000",1.0,0.875,1.0,0.9265015003281968,[1. 1.],[0.58152174 0.90384615 1.        ],[1. 0.],[1.         0.87850467 0.        ]
106,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), alpha=0.001, learning_rate=constant, max_iter=3000",1.0,0.842391304347826,1.0,0.8995420667678949,[1. 1.],[0.58152174 0.84210526 1.        ],[1. 0.],[1.         0.89719626 0.        ]
107,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), alpha=0.001, learning_rate=adaptive, max_iter=3000",1.0,0.8260869565217391,1.0,0.8905076269449429,[1. 1.],[0.58152174 0.83185841 1.        ],[1. 0.],[1.         0.87850467 0.        ]
108,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), alpha=0.001, learning_rate=invscaling, max_iter=3000",1.0,0.8043478260869565,1.0,0.8806887444128403,[1. 1.],[0.58152174 0.8317757  1.        ],[1. 0.],[1.        0.8317757 0.       ]
109,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,MLPClassifier,N/A,"solver=adam, activation=relu, hidden_layer_sizes=(100, 100), alpha=0.001, learning_rate=constant, shuffle=False, max_iter=3000",1.0,0.8478260869565217,1.0,0.9057710839555786,[1. 1.],[0.58152174 0.86238532 1.        ],[1. 0.],[1.         0.87850467 0.        ]
110,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,loss=deviance,0.9427792915531336,0.8804347826086957,0.9608569444958265,0.928914881677986,[0.54632153 0.94320988 1.        ],[0.58152174 0.9047619  1.        ],[1.         0.95261845 0.        ],[1.         0.88785047 0.        ]
111,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,loss=exponential,0.9291553133514986,0.8913043478260869,0.9504077430812211,0.9356322923318047,[0.54632153 0.92457421 1.        ],[0.58152174 0.91428571 1.        ],[1.         0.94763092 0.        ],[1.         0.89719626 0.        ]
112,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse",0.9427792915531336,0.8804347826086957,0.9608569444958265,0.928914881677986,[0.54632153 0.94320988 1.        ],[0.58152174 0.9047619  1.        ],[1.         0.95261845 0.        ],[1.         0.88785047 0.        ]
113,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=squared_error",0.9427792915531336,0.8804347826086957,0.9608569444958265,0.928914881677986,[0.54632153 0.94320988 1.        ],[0.58152174 0.9047619  1.        ],[1.         0.95261845 0.        ],[1.         0.88785047 0.        ]
114,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=2",0.9427792915531336,0.8804347826086957,0.9608569444958265,0.928914881677986,[0.54632153 0.94320988 1.        ],[0.58152174 0.9047619  1.        ],[1.         0.95261845 0.        ],[1.         0.88785047 0.        ]
115,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9",0.944141689373297,0.8804347826086957,0.9620242834519441,0.928914881677986,[0.54632153 0.94554455 1.        ],[0.58152174 0.9047619  1.        ],[1.         0.95261845 0.        ],[1.         0.88785047 0.        ]
116,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9, min_samples_leaf=1",0.944141689373297,0.8804347826086957,0.9620242834519441,0.928914881677986,[0.54632153 0.94554455 1.        ],[0.58152174 0.9047619  1.        ],[1.         0.95261845 0.        ],[1.         0.88785047 0.        ]
117,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9, min_samples_leaf=3",0.9495912806539509,0.8913043478260869,0.9640316451510951,0.9356322923318047,[0.54632153 0.94390244 1.        ],[0.58152174 0.91428571 1.        ],[1.         0.96508728 0.        ],[1.         0.89719626 0.        ]
118,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9, min_samples_leaf=3, learning_rate=0.28",0.9986376021798365,0.875,0.9987562189054726,0.9265015003281968,[0.99751244 1.        ],[0.58152174 0.90384615 1.        ],[1. 0.],[1.         0.87850467 0.        ]
119,Experiment-3-StandardScaler-TargetEncoding,Age-Scaled;RestingBP-Scaled;Cholesterol-Scaled;FastingBS-Scaled;MaxHR-Scaled;Oldpeak-Scaled;Sex-TargetEncoded;ChestPainType-TargetEncoded;RestingECG-TargetEncoded;ExerciseAngina-TargetEncoded;ST_Slope-TargetEncoded,GradientBoostClassifier,N/A,"loss=deviance, criterion=friedman_mse, min_samples_split=9, min_samples_leaf=3, learning_rate=0.28",0.9986376021798365,0.8913043478260869,0.9987562189054726,0.9337159691182446,[0.99751244 1.        ],[0.58152174 0.90654206 1.        ],[1. 0.],[1.         0.90654206 0.        ]
120,Experiment-4-MinMax-OneHot,Age-MinMax;RestingBP-MinMax;Cholesterol-MinMax;FastingBS-MinMax;MaxHR-MinMax;Oldpeak-MinMax;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,LogisticRegression,[36],solver=lbfgs max_iter=600,0.8692098092643051,0.842391304347826,0.910541900558672,0.9118249798903715,[0.54632153 0.86746988 1.        ],[0.58152174 0.89795918 1.        ],[1.         0.89775561 0.        ],[1.         0.82242991 0.        ]
121,Experiment-4-MinMax-OneHot,Age-MinMax;RestingBP-MinMax;Cholesterol-MinMax;FastingBS-MinMax;MaxHR-MinMax;Oldpeak-MinMax;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,LogisticRegression,[12],solver=newton-cg max_iter=600,0.8692098092643051,0.842391304347826,0.910541900558672,0.9118249798903715,[0.54632153 0.86746988 1.        ],[0.58152174 0.89795918 1.        ],[1.         0.89775561 0.        ],[1.         0.82242991 0.        ]
122,Experiment-4-MinMax-OneHot,Age-MinMax;RestingBP-MinMax;Cholesterol-MinMax;FastingBS-MinMax;MaxHR-MinMax;Oldpeak-MinMax;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,LogisticRegression,[6],solver=liblinear max_iter=600,0.8692098092643051,0.8532608695652174,0.910541900558672,0.9167563998374644,[0.54632153 0.86746988 1.        ],[0.58152174 0.9        1.        ],[1.         0.89775561 0.        ],[1.        0.8411215 0.       ]
123,Experiment-4-MinMax-OneHot,Age-MinMax;RestingBP-MinMax;Cholesterol-MinMax;FastingBS-MinMax;MaxHR-MinMax;Oldpeak-MinMax;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,LogisticRegression,[34],solver=sag max_iter=600,0.8692098092643051,0.842391304347826,0.910541900558672,0.9118249798903715,[0.54632153 0.86746988 1.        ],[0.58152174 0.89795918 1.        ],[1.         0.89775561 0.        ],[1.         0.82242991 0.        ]
124,Experiment-4-MinMax-OneHot,Age-MinMax;RestingBP-MinMax;Cholesterol-MinMax;FastingBS-MinMax;MaxHR-MinMax;Oldpeak-MinMax;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,LogisticRegression,[86],solver=sag max_iter=600,0.8692098092643051,0.842391304347826,0.910541900558672,0.9118249798903715,[0.54632153 0.86746988 1.        ],[0.58152174 0.89795918 1.        ],[1.         0.89775561 0.        ],[1.         0.82242991 0.        ]
125,Experiment-4-MinMax-OneHot,Age-MinMax;RestingBP-MinMax;Cholesterol-MinMax;FastingBS-MinMax;MaxHR-MinMax;Oldpeak-MinMax;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,LogisticRegression,[12],"solver=newton-cg, penalty=l2 max_iter=600",0.8692098092643051,0.842391304347826,0.910541900558672,0.9118249798903715,[0.54632153 0.86746988 1.        ],[0.58152174 0.89795918 1.        ],[1.         0.89775561 0.        ],[1.         0.82242991 0.        ]
126,Experiment-4-MinMax-OneHot,Age-MinMax;RestingBP-MinMax;Cholesterol-MinMax;FastingBS-MinMax;MaxHR-MinMax;Oldpeak-MinMax;Sex_M;Sex_F;ChestPainType_NAP;ChestPainType_ASY;ChestPainType_TA;ChestPainType_ATA;RestingECG_Normal;RestingECG_LVH;RestingECG_ST;ExerciseAngina_N;ExerciseAngina_Y;ST_Slope_Down;ST_Slope_Up;ST_Slope_Flat,LogisticRegression,[14],"solver=newton-cg, penalty=none max_iter=600",0.8719346049046321,0.8369565217391305,0.9126423118892242,0.9115659552171775,[0.54632153 0.8716707  1.        ],[0.58152174 0.90526316 1.        ],[1.         0.89775561 0.        ],[1.         0.80373832 0.        ]
